element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
K,1,50.4557,,,,a,,,,,,,,,,,,,L6851
K,1,50.4646,,,,a,,,,,,,,,,,,,L6851
K,1,50.4686,,,,a,,,,,,,,,,,,,L6851
K,1,50.4819,,,,a,,,,,,,,,,,,,L6851
K,1,50.4845,,,,a,,,,,,,,,,,,,L6851
K,1,50.4885,,,,a,,,,,,,,,,,,,L6851
K,1,50.4921,,50.4920,0.0008,a,,,0.00000000,24.5552,3p6.4s,2S,1/2,3p5.4s.(1P*).7d,2P*,"1/2,3/2",,,L6851
K,1,50.4961,,,,a,,,,,,,,,,,,,L6851
K,1,50.5004,,,,a,,,,,,,,,,,,,L6851
K,1,50.5054,,,,a,,,,,,,,,,,,,L6851
K,1,50.5110,,,,a,,,,,,,,,,,,,L6851
K,1,50.5173,,50.5173,0.0008,a,,,0.00000000,24.5429,3p6.4s,2S,1/2,3p5.4s.(1P*).8s,2P*,3/2,,,L6851
K,1,50.5233,,,,a,,,,,,,,,,,,,L6851
K,1,50.5336,,50.5336,0.0008,a,,,0.00000000,24.5350,3p6.4s,2S,1/2,3p5.4s.(1P*).8s,2P*,1/2,,,L6851
K,1,50.5425,,,,a,,,,,,,,,,,,,L6851
K,1,50.5485,,,,a,,,,,,,,,,,,,L6851
K,1,50.5548,,,,a,,,,,,,,,,,,,L6851
K,1,50.5680,,,,a,,,,,,,,,,,,,L6851
K,1,50.5763,,,,a,,,,,,,,,,,,,L6851
K,1,50.5846,,,,a,,,,,,,,,,,,,L6851
K,1,50.5906,,,,a,,,,,,,,,,,,,L6851
K,1,50.5962,,,,a,,,,,,,,,,,,,L6851
K,1,50.6025,,,,a,,,,,,,,,,,,,L6851
K,1,50.6161,,,,a,,,,,,,,,,,,,L6851
K,1,50.6360,,,,a,,,,,,,,,,,,,L6851
K,1,50.6429,,,,a,,,,,,,,,,,,,L6851
K,1,50.6489,,,,a,,,,,,,,,,,,,L6851
K,1,50.6737,,,,a,,,,,,,,,,,,,L6851
K,1,50.6883,,,,a,,,,,,,,,,,,,L6851
K,1,50.7059,,,,a,,,,,,,,,,,,,L6851
K,1,50.7231,,,,a,,,,,,,,,,,,,L6851
K,1,50.7321,,,,a,,,,,,,,,,,,,L6851
K,1,50.7347,,,,a,,,,,,,,,,,,,L6851
K,1,50.7470,,,,a,,,,,,,,,,,,,L6851
K,1,50.7566,,,,a,,,,,,,,,,,,,L6851
K,1,50.7619,,,,a,,,,,,,,,,,,,L6851
K,11,50.765,0.010,50.76,0.10,20,,,357.22,381.65,2s2.2p4.(1D).3p,2F*,7/2,2s2.2p4.(1D).3d,2G,9/2,,,L11908
K,1,50.7682,,,,a,,,,,,,,,,,,,L6851
K,1,50.7824,,,,a,,,,,,,,,,,,,L6851
K,1,50.7854,,,,a,,,,,,,,,,,,,L6851
K,1,50.8000,,,,a,,,,,,,,,,,,,L6851
K,1,50.8050,,50.8050,0.0008,a,,,0.00000000,24.4039,3p6.4s,2S,1/2,3p5.4s.(1P*).6d,2D*,3/2,,,L6851
K,1,50.8139,,,,a,,,,,,,,,,,,,L6851
K,1,50.8219,,,,a,,,,,,,,,,,,,L6851
K,1,50.8318,,50.8319,0.0008,a,,,0.00000000,24.3910,3p6.4s,2S,1/2,3p5.4s.(1P*).6d,2P*,1/2,,,L6851
K,1,50.8457,,,,a,,,,,,,,,,,,,L6851
K,1,50.8507,,,,a,,,,,,,,,,,,,L6851
K,1,50.8557,,,,a,,,,,,,,,,,,,L6851
K,1,50.8623,,,,a,,,,,,,,,,,,,L6851
K,1,50.8669,,,,a,,,,,,,,,,,,,L6851
K,1,50.8762,,,,a,,,,,,,,,,,,,L6851
K,1,50.8825,,,,a,,,,,,,,,,,,,L6851
K,1,50.8908,,,,a,,,,,,,,,,,,,L6851
K,1,50.8954,,,,a,,,,,,,,,,,,,L6851
K,1,50.9017,,,,a,,,,,,,,,,,,,L6851
K,1,50.9087,,,,a,,,,,,,,,,,,,L6851
K,1,50.9163,,,,a,,,,,,,,,,,,,L6851
K,1,50.9266,,50.9266,0.0008,a,,,0.00000000,24.3457,3p6.4s,2S,1/2,3p5.4s.(1P*).6d,2P*,3/2,,,L6851
K,1,50.9316,,,,a,,,,,,,,,,,,,L6851
K,1,50.9379,,50.9378,0.0008,a,,,0.00000000,24.3403,3p6.4s,2S,1/2,3p5.4s.(1P*).7s,2P*,"1/2,3/2",,,L6851
K,1,50.9514,,,,a,,,,,,,,,,,,,L6851
K,1,50.9564,,,,a,,,,,,,,,,,,,L6851
K,7,50.9591,0.0010,50.9590,0.0015,3,,,53.5132,77.8434,3s.3p.(1P*).3d,2F*,7/2,3s.3d2,2G,9/2,,,L11207
K,1,50.9720,,,,a,,,,,,,,,,,,,L6851
K,1,50.9793,,,,a,,,,,,,,,,,,,L6851
K,1,50.9859,,,,a,,,,,,,,,,,,,L6851
K,1,50.9892,,,,a,,,,,,,,,,,,,L6851
K,1,51.0025,,,,a,,,,,,,,,,,,,L6851
K,1,51.0055,,,,a,,,,,,,,,,,,,L6851
K,1,51.0151,,,,a,,,,,,,,,,,,,L6851
K,1,51.0233,,,,a,,,,,,,,,,,,,L6851
K,7,51.0291,0.0010,51.0225,0.0015,8*,1.25e+10,,31.0784,55.3783,3s2.3d,2D,3/2,3s.3p.(1P*).3d,2P*,1/2,,T7942,L10660
K,7,51.0291,0.0010,51.0313,0.0015,8*,1.20e+10,,31.0936,55.3893,3s2.3d,2D,5/2,3s.3p.(1P*).3d,2P*,3/2,,T7942,L10660
K,1,51.0429,,,,a,,,,,,,,,,,,,L6851
K,1,51.0598,,,,a,,,,,,,,,,,,,L6851
K,1,51.0671,,,,a,,,,,,,,,,,,,L6851
K,1,51.0810,,,,a,,,,,,,,,,,,,L6851
K,1,51.0913,,,,a,,,,,,,,,,,,,L6851
K,1,51.1118,,,,a,,,,,,,,,,,,,L6851
K,1,51.1184,,,,a,,,,,,,,,,,,,L6851
K,7,51.1362,0.0010,51.1362,0.0015,3,,,53.5958,77.8416,3s.3p.(1P*).3d,2F*,5/2,3s.3d2,2G,7/2,,,L11207
K,1,51.1509,,,,a,,,,,,,,,,,,,L6851
K,1,51.1837,,,,a,,,,,,,,,,,,,L6851
K,1,51.1874,,,,a,,,,,,,,,,,,,L6851
K,1,51.1933,,,,a,,,,,,,,,,,,,L6851
K,1,51.1999,,,,a,,,,,,,,,,,,,L6851
K,1,51.2125,,,,a,,,,,,,,,,,,,L6851
K,1,51.2205,,,,a,,,,,,,,,,,,,L6851
K,1,51.2410,,,,a,,,,,,,,,,,,,L6851
K,1,51.2715,,,,a,,,,,,,,,,,,,L6851
K,1,51.2874,,,,a,,,,,,,,,,,,,L6851
K,1,51.3050,,,,a,,,,,,,,,,,,,L6851
K,1,51.3099,,,,a,,,,,,,,,,,,,L6851
K,1,51.3401,,,,a,,,,,,,,,,,,,L6851
K,1,51.3503,,,,a,,,,,,,,,,,,,L6851
K,1,51.3580,,,,a,,,,,,,,,,,,,L6851
K,1,51.3695,,,,a,,,,,,,,,,,,,L6851
K,1,51.3911,,,,a,,,,,,,,,,,,,L6851
K,1,51.4013,,,,a,,,,,,,,,,,,,L6851
K,1,51.4100,,,,a,,,,,,,,,,,,,L6851
K,1,51.4242,,,,a,,,,,,,,,,,,,L6851
K,1,51.4706,,,,a,,,,,,,,,,,,,L6851
K,1,51.4898,,,,a,,,,,,,,,,,,,L6851
K,3,51.494,0.002,,,10,,,,,,,,,,,,,L3496
K,1,51.5054,,,,a,,,,,,,,,,,,,L6851
K,1,51.5213,,,,a,,,,,,,,,,,,,L6851
K,1,51.5266,,51.5265,0.0008,a,,,0.00000000,24.0622,3p6.4s,2S,1/2,3p5.4s.(1P*).5d,2P*,3/2,,,L6851
K,1,51.5607,,51.5607,0.0008,a,,,0.00000000,24.0462,3p6.4s,2S,1/2,3p5.4s.(1P*).5d,2P*,1/2,,,L6851
K,1,51.5819,,,,a,,,,,,,,,,,,,L6851
K,1,51.6114,,51.6113,0.0008,a,,,0.00000000,24.0227,3p6.4s,2S,1/2,3p5.4s.(1P*).5d,2D*,3/2,,,L6851
K,1,51.6322,,,,a,,,,,,,,,,,,,L6851
K,1,51.6395,,,,a,,,,,,,,,,,,,L6851
K,1,51.6630,,,,a,,,,,,,,,,,,,L6851
K,1,51.6776,,,,a,,,,,,,,,,,,,L6851
K,1,51.7203,,,,a,,,,,,,,,,,,,L6851
K,1,51.7266,,,,a,,,,,,,,,,,,,L6851
K,1,51.7388,,,,a,,,,,,,,,,,,,L6851
K,1,51.7445,,,,a,,,,,,,,,,,,,L6851
K,1,51.7491,,,,a,,,,,,,,,,,,,L6851
K,1,51.7750,,,,a,,,,,,,,,,,,,L6851
K,7,51.7794,0.002,51.7781,0.0015,1,2.69e+09,,14.2444,38.1897,3s.3p2,4P,1/2,3p3,4S*,3/2,,T7942,L1111
K,1,51.7796,,,,a,,,,,,,,,,,,,L6851
K,7,51.7909,0.0008,51.7908,0.0012,3,2.99e+09,,0.00000,23.93943,3s2.3p,2P*,1/2,3s.3p2,2S,1/2,,T7942,L3633
K,1,51.7942,,51.7941,0.0008,a,,,0.00000000,23.9379,3p6.4s,2S,1/2,3p5.4s.(1P*).6s,2P*,"1/2,3/2",,,L6851
K,1,51.8548,,,,a,,,,,,,,,,,,,L6851
K,1,51.8620,,,,a,,,,,,,,,,,,,L6851
K,8,51.9382,0.002,51.938,0.015,10,9.03e+09,B,0.000,23.872,3s2,1S,0,3s.3p,1P*,1,,T7942,L1558
K,1,51.9514,,,,a,,,,,,,,,,,,,L6851
K,1,51.9826,,,,a,,,,,,,,,,,,,L6851
K,1,52.0094,,,,a,,,,,,,,,,,,,L6851
K,1,52.0398,,,,a,,,,,,,,,,,,,L6851
K,3,52.061,0.002,52.0611,0.0021,50,1.68e+08,,0.0000,23.8151,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2D,5/2,,T7942,L3496
K,7,52.0857,0.002,52.0850,0.0015,2,5.29e+09,,14.3855,38.1897,3s.3p2,4P,3/2,3p3,4S*,3/2,,T7942,L1111
K,1,52.1031,,,,a,,,,,,,,,,,,,L6851
K,1,52.1100,,,,a,,,,,,,,,,,,,L6851
K,1,52.1478,,,,a,,,,,,,,,,,,,L6851
K,10,52.162,0.003,52.162,0.008,100,6.10e+08,,297.4589,321.2279,2s2.2p5.(2P*<3/2>).3s,2[3/2]*,2,2s2.2p5.(2P*<1/2>).3p,2[1/2],1,,T6036,L7205
K,1,52.1773,,,,a,,,,,,,,,,,,,L6851
K,1,52.2140,,,,a,,,,,,,,,,,,,L6851
K,1,52.2541,,,,"a,bl",,,,,,,,,,,,,L6851
K,4,52.300,0.002,52.3004,0.0020,250,,,0.00000,23.7062,3s2.3p4,3P,2,3s2.3p3.(4S*).3d,3D*,2,,,L3496
K,1,52.3643,,,,a,,,,,,,,,,,,,L6851
K,1,52.3689,,,,a,,,,,,,,,,,,,L6851
K,2,52.379,0.002,,,25,,,,,,,,,,,,,L3496
K,3,52.379,0.002,52.3788,0.0021,25,4.54e+07,,0.0000,23.6707,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2D,3/2,,T7942,L3496
K,1,52.3795,,,,a,,,,,,,,,,,,,L6851
K,1,52.3947,,,,a,,,,,,,,,,,,,L6851
K,1,52.4633,,,,a,,,,,,,,,,,,,L6851
K,1,52.5086,,,,a,,,,,,,,,,,,,L6851
K,1,52.5281,,,,a,,,,,,,,,,,,,L6851
K,7,52.5612,0.002,52.5605,0.0016,3,7.74e+09,,14.6009,38.1897,3s.3p2,4P,5/2,3p3,4S*,3/2,,T7942,L1111
K,1,52.5864,,,,a,,,,,,,,,,,,,L6851
K,1,52.5966,,,,a,,,,,,,,,,,,,L6851
K,1,52.6281,,,,"a,w",,,,,,,,,,,,,L6851
K,4,52.645,0.002,52.6449,0.0020,200,,,0.00000,23.5510,3s2.3p4,3P,2,3s2.3p3.(4S*).3d,3D*,3,,,L3496
K,7,52.6452,0.0008,52.6454,0.0006,4,3.02e+09,,0.388601,23.93943,3s2.3p,2P*,3/2,3s.3p2,2S,1/2,,T7942,L3633
K,1,52.6582,,,,a,,,,,,,,,,,,,L6851
K,1,52.6625,,,,a,,,,,,,,,,,,,L6851
K,1,52.6777,,,,a,,,,,,,,,,,,,L6851
K,2,52.706,0.002,,,10,,,,,,,,,,,,,L3496
K,4,52.706,0.002,52.7069,0.0019,100,,,0.20726,23.7306,3s2.3p4,3P,1,3s2.3p3.(4S*).3d,3D*,1,,,L3496
K,4,52.762,0.002,52.7617,0.0020,150,,,0.20726,23.7062,3s2.3p4,3P,1,3s2.3p3.(4S*).3d,3D*,2,,,L3496
K,1,52.8508,,,,a,,,,,,,,,,,,,L6851
K,4,52.888,0.002,52.8880,0.0020,50,,,0.28779,23.7306,3s2.3p4,3P,0,3s2.3p3.(4S*).3d,3D*,1,,,L3496
K,1,52.9127,,,,a,,,,,,,,,,,,,L6851
K,1,52.9435,,,,"a,w",,,,,,,,,,,,,L6851
K,3,52.980,0.002,52.9797,0.0020,40,1.30e+08,,0.268475,23.6707,3s2.3p5,2P*,1/2,3s2.3p4.(1D).3d,2D,3/2,,T7942,L3496
K,1,53.0272,,,,a,,,,,,,,,,,,,L6851
K,1,53.1492,,,,a,,,,,,,,,,,,,L6851
K,7,53.1675,0.0010,53.1697,0.0016,1,,,44.9740,68.2926,3s.3p.3d,4P*,5/2,3p2.3d,4P,5/2,,,L11207
K,1,53.1780,,,,a,,,,,,,,,,,,,L6851
K,1,53.2475,,,,"a,w",,,,,,,,,,,,,L6851
K,1,53.2627,,,,a,,,,,,,,,,,,,L6851
K,1,53.3593,,,,a,,,,,,,,,,,,,L6851
K,7,53.4543,0.0010,,,1,,,,,,,,,,,,,L11207
K,1,53.4731,,,,a,,,,,,,,,,,,,L6851
K,1,53.5740,,,,a,,,,,,,,,,,,,L6851
K,7,53.7078,0.0010,53.7077,0.0016,1,,,41.5134,64.5984,3s.3p.3d,4F*,5/2,3p2.3d,4D,5/2,,,L11207
K,1,53.7109,,,,a,,,,,,,,,,,,,L6851
K,7,53.7661,0.0010,53.7660,0.0016,2,,,41.5134,64.5733,3s.3p.3d,4F*,5/2,3p2.3d,4D,3/2,,,L11207
K,1,53.8164,,,,a,,,,,,,,,,,,,L6851
K,1,53.8742,,,,a,,,,,,,,,,,,,L6851
K,1,53.8772,,,,a,,,,,,,,,,,,,L6851
K,3,53.973,0.002,53.9735,0.0022,15,1.69e+07,,0.0000,22.9713,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2P,3/2,,T7942,L3496
K,7,53.9736,0.0010,53.9735,0.0016,3,,,41.6271,64.5984,3s.3p.3d,4F*,7/2,3p2.3d,4D,5/2,,,L11207
K,1,54.0095,,,,"a,bl*",,,,,,,,,,,,,L6851
K,1,54.0095,,54.0094,0.0006,"a,bl*",,,0.00000000,22.95605,3p6.4s,2S,1/2,3p5.4s.(1P*).5s,2P*,1/2,,,L6851
K,7,54.0673,0.0010,54.0660,0.0017,1,,,49.2035,72.1355,3s.3p.(3P*).3d,2F*,7/2,3p2.(3P).3d,2F,7/2,,,L11207
K,7,54.1125,0.0010,54.1137,0.0017,4,,,45.4603,68.3721,3s.3p.3d,4D*,5/2,3p2.3d,4P,3/2,,,L11207
K,7,54.1315,0.0010,54.1313,0.0017,4,,,41.7777,64.6821,3s.3p.3d,4F*,9/2,3p2.3d,4D,7/2,,,L11207
K,1,54.2101,,,,a,,,,,,,,,,,,,L6851
K,7,54.2289,0.0010,,,1,,,,,,,,,,,,,L11207
K,1,54.2455,,54.2455,0.0006,a,,,0.00000000,22.85612,3p6.4s,2S,1/2,3p5.4s.(1P*).5s,2P*,3/2,,,L6851
K,1,54.3262,,,,a,,,,,,,,,,,,,L6851
K,7,54.3421,0.0010,54.3428,0.0017,4,,,45.4774,68.2926,3s.3p.3d,4D*,7/2,3p2.3d,4P,5/2,,,L11207
K,1,54.3460,,,,a,,,,,,,,,,,,,L6851
K,7,54.4831,0.0010,54.4837,0.0013,5,4.94e+09,,18.83120,41.5874,3s.3p2,2D,3/2,3p3,2P*,1/2,,T7942,L10660
K,1,54.4871,,,,"a,w",,,,,,,,,,,,,L6851
K,7,54.5228,0.0010,54.5232,0.0013,6,4.23e+09,,18.85201,41.5917,3s.3p2,2D,5/2,3p3,2P*,3/2,,T7942,L10660
K,1,54.5499,,,,"a,w",,,,,,,,,,,,,L6851
K,2,54.612,0.002,,,15,,,,,,,,,,,,,L3496
K,3,54.612,0.002,54.6118,0.0021,15,6.96e+06,,0.268475,22.9713,3s2.3p5,2P*,1/2,3s2.3p4.(1D).3d,2P,3/2,,T7942,L3496
K,1,54.7485,,,,a,,,,,,,,,,,,,L6851
K,1,54.8986,,,,"a,w",,,,,,,,,,,,,L6851
K,1,55.0218,,,,a,,,,,,,,,,,,,L6851
K,2,55.032,0.002,,,5,,,,,,,,,,,,,L3496
K,3,55.032,0.002,55.0320,0.0021,5,1.33e+07,,0.268475,22.7980,3s2.3p5,2P*,1/2,3s2.3p4.(1D).3d,2P,1/2,,T7942,L3496
K,7,55.0601,0.0010,55.0615,0.0017,6,7.84e+09,,31.0784,53.5958,3s2.3d,2D,3/2,3s.3p.(1P*).3d,2F*,5/2,,T7942,L10660
K,1,55.0905,,,,a,,,,,,,,,,,,,L6851
K,7,55.0968,0.0010,55.0988,0.0017,0,5.00e+08,,31.0936,53.5958,3s2.3d,2D,5/2,3s.3p.(1P*).3d,2F*,5/2,,T7942,L10660
K,1,55.2940,,,,"a,w",,,,,,,,,,,,,L6851
K,7,55.3013,0.0010,55.3018,0.0017,7,8.19e+09,,31.0936,53.5132,3s2.3d,2D,5/2,3s.3p.(1P*).3d,2F*,7/2,,T7942,L10660
K,1,55.3120,,,,"a,w",,,,,,,,,,,,,L6851
K,1,55.3860,,,,"a,w",,,,,,,,,,,,,L6851
K,2,55.4175,0.0002,55.41735,0.00010,30,1.06e+07,,0.00000,22.372812,3p6,1S,0,3p5.3d,3D*,1,,T6798,L12188
K,8,55.4198,0.0010,55.419,0.017,6,8.22e+09,,71.467,93.839,3p.3d,1F*,3,3d2,1G,4,,T7942,L10375
K,1,55.5810,,,,a,,,,,,,,,,,,,L6851
K,1,55.5906,,55.5905,0.0006,a,,,0.00000000,22.30315,3p6.4s,2S,1/2,3p5.3d.(3D*).4s,2D*,3/2,,,L6851
K,8,55.7016,0.002,55.696,0.018,2bl,1.96e+09,,16.020,38.281,3s.3p,3P*,1,3p2,3P,2,,T7942,L1558
K,7,55.7678,0.0010,55.7690,0.0018,1,,,53.4724,75.7041,3s.3p.(3P*).3d,2P*,1/2,3p2.(3P).3d,2D,3/2,,,L11207
K,7,55.8208,0.0010,55.8191,0.0018,2,,,53.3573,75.5691,3s.3p.(3P*).3d,2P*,3/2,3p2.(3P).3d,2D,5/2,,,L11207
K,7,55.9538,0.0010,55.9538,0.0018,1,,,48.8953,71.0536,3s.3p.(3P*).3d,2F*,5/2,3p2.(1S).3d,2D,3/2,,,L11207
K,10,56.074,0.003,56.074,0.009,90,2.89e+09,,298.4120,320.5227,2s2.2p5.(2P*<3/2>).3s,2[3/2]*,1,2s2.2p5.(2P*<1/2>).3p,2[1/2],0,,T6036,L7205
K,7,56.0801,0.0010,56.0802,0.0018,1,,,53.5958,75.7041,3s.3p.(1P*).3d,2F*,5/2,3p2.(3P).3d,2D,3/2,,,L11207
K,8,56.1595,0.002,56.154,0.018,2bl,2.67e+09,,15.882,37.961,3s.3p,3P*,0,3p2,3P,1,,T7942,L1558
K,7,56.2146,0.0010,56.2136,0.0018,1,,,53.5132,75.5691,3s.3p.(1P*).3d,2F*,7/2,3p2.(3P).3d,2D,5/2,,,L11207
K,8,56.4480,0.002,56.442,0.018,5,5.70e+09,,16.314,38.281,3s.3p,3P*,2,3p2,3P,2,,T7942,L1558
K,8,56.5132,0.002,56.507,0.018,0,1.96e+09,,16.020,37.961,3s.3p,3P*,1,3p2,3P,1,,T7942,L1558
K,8,56.9506,0.002,56.944,0.018,1,7.64e+09,,16.020,37.793,3s.3p,3P*,1,3p2,3P,0,,T7942,L1558
K,1,57.1281,,,,a,,,,,,,,,,,,,L6851
K,6,57.1564,0.0008,57.1564,0.0009,0,9.24e+07,,5.37581,27.06790,3s2.3p2,1S,0,3s.3p3,3S*,1,,T4909,L3633
K,7,57.2487,0.0010,57.2466,0.0019,5,,,41.7777,63.4356,3s.3p.3d,4F*,9/2,3p2.3d,4F,9/2,,,L11207
K,8,57.2820,0.002,57.275,0.019,2,3.12e+09,,16.314,37.961,3s.3p,3P*,2,3p2,3P,1,,T7942,L1558
K,2,57.463,0.002,,,5,,,,,,,,,,,,,L3496
K,7,57.5181,0.0010,57.5159,0.0019,1,,,41.6271,63.1836,3s.3p.3d,4F*,7/2,3p2.3d,4F,5/2,,,L11207
K,7,57.6225,0.0010,57.6216,0.0019,2,,,41.7777,63.2947,3s.3p.3d,4F*,9/2,3p2.3d,4F,7/2,,,L11207
K,1,57.789,,,,a,,,,,,,,,,,,,L3602
K,1,57.870,,57.8704,0.0013,a,,,0.00000000,21.4245,3p6.4s,2S,1/2,3p5.3d.(3D*).4s,4D*,1/2,,,L3602
K,1,57.930,,57.9297,0.0013,a,,,0.00000000,21.4025,3p6.4s,2S,1/2,3p5.3d.(3D*).4s,4D*,3/2,,,L3602
K,5,58.0320,0.0008,58.0320,0.0010,500,1.64e+09,,2.97717,24.34197,3s2.3p3,2D*,3/2,3s2.3p2.(3P).3d,2P,1/2,,T7942,L3633
K,8,58.1388,0.0010,58.139,0.019,3,3.03e+09,,72.583,93.908,3p.3d,1P*,1,3d2,1D,2,,T7942,L10375
K,11,58.183,0.010,58.20,0.12,7,2.58e+09,,338.20,359.51,2s2.2p4.(1D).3s,2D,5/2,2s2.2p4.(1D).3p,2D*,5/2,,T6437,L11908
K,8,58.4223,0.0010,58.443,0.019,3,8.16e+07,,16.020,37.235,3s.3p,3P*,1,3p2,1D,2,,T7942,L10522
K,4,58.4314,0.0008,58.4319,0.0010,0,,,0.00000,21.21859,3s2.3p4,3P,2,3s.3p5,1P*,1,,,L3633
K,8,58.4855,0.0010,58.490,0.019,2,4.90e+08,,45.652,66.849,3s.3d,3D,2,3p.3d,3D*,3,,T7942,L10522
K,8,58.5310,0.0010,58.535,0.019,10bl,3.21e+09,,45.668,66.849,3s.3d,3D,3,3p.3d,3D*,3,,T7942,L10522
K,8,58.5393,0.0010,58.543,0.019,10bl,3.10e+09,,45.652,66.830,3s.3d,3D,2,3p.3d,3D*,2,,T7942,L10522
K,5,58.5506,0.0008,58.5505,0.0010,300,1.60e+08,,2.97717,24.15275,3s2.3p3,2D*,3/2,3s2.3p2.(3P).3d,2P,3/2,,T7942,L3633
K,5,58.6321,0.0008,58.6319,0.0010,500,1.50e+09,,3.00657,24.15275,3s2.3p3,2D*,5/2,3s2.3p2.(3P).3d,2P,3/2,,T7942,L3633
K,8,58.6774,0.0010,58.681,0.019,5,3.77e+09,,45.642,66.771,3s.3d,3D,1,3p.3d,3D*,1,,T7942,L10522
K,7,59.0302,0.0010,59.0301,0.0020,1,,,46.6510,67.6546,3s.3p.(3P*).3d,2D*,5/2,3p2.(1D).3d,2D,5/2,,,L11207
K,8,59.1053,0.0010,59.106,0.020,3,4.02e+09,,45.642,66.618,3s.3d,3D,1,3p.3d,3P*,0,,T7942,L10522
K,8,59.2420,0.0010,59.265,0.020,4,1.73e+08,,16.314,37.235,3s.3p,3P*,2,3p2,1D,2,,T7942,L10522
K,11,59.270,0.010,59.22,0.12,6,2.71e+09,,338.29,359.23,2s2.2p4.(1D).3s,2D,3/2,2s2.2p4.(1D).3p,2D*,3/2,,T6437,L11908
K,10,59.436,0.003,59.436,0.010,120,1.34e+09,,300.3678,321.2279,2s2.2p5.(2P*<1/2>).3s,2[1/2]*,0,2s2.2p5.(2P*<1/2>).3p,2[1/2],1,,T6036,L7205
K,8,59.5161,0.0010,59.522,0.020,5,3.82e+09,,45.652,66.482,3s.3d,3D,2,3p.3d,3P*,1,,T7942,L10522
K,8,59.8871,0.0010,59.883,0.020,6,3.75e+09,,45.668,66.372,3s.3d,3D,3,3p.3d,3P*,2,,T7942,L10522
K,2,60.0755,0.0002,60.07547,0.00011,50,2.3e+09,,0.00000,20.638075,3p6,1S,0,3p5.4s,1P*,1,,T6798,L12188
K,8,60.1245,0.0010,60.100,0.020,4,4.96e+09,,51.953,72.583,3s.3d,1D,2,3p.3d,1P*,1,,T7942,L10522
K,5,60.2257,0.0008,60.2258,0.0010,300,7.39e+08,,4.92938,25.51594,3s2.3p3,2P*,1/2,3s.3p4,2S,1/2,,T7942,L3633
K,10,60.336,0.01,60.312,0.010,j,1.12e+09,,298.4120,[318.9692],2s2.2p5.(2P*<3/2>).3s,2[3/2]*,1,2s2.2p5.(2P*<3/2>).3p,2[3/2],2,,T6036,L11284
K,5,60.3429,0.0008,60.3429,0.0010,350,1.58e+09,,4.96931,25.51594,3s2.3p3,2P*,3/2,3s.3p4,2S,1/2,,T7942,L3633
K,8,60.5680,0.0010,60.587,0.021,10,7.74e+09,,23.872,44.336,3s.3p,1P*,1,3p2,1S,0,,T7942,L10522
K,10,60.657,0.003,60.660,0.010,100,1.75e+09,,330.6986,351.1378,2s2.2p5.(2P*<3/2>).3p,2[1/2],0,2s2.2p5.(2P*<1/2>).3d,2[3/2]*,1,,T6036,L7205
K,2,60.7932,0.0002,60.79323,0.00012,60,4.2e+08,,0.00000,20.394409,3p6,1S,0,3p5.3d,3P*,1,,T6798,L12188
K,6,61.1864,0.0008,61.1864,0.0011,4,3.67e+08,,0.00000,20.26336,3s2.3p2,3P,0,3s.3p3,3P*,1,,T4909,L3633
K,2,61.2625,0.0002,61.26242,0.00012,65,1.2e+08,,0.00000,20.238213,3p6,1S,0,3p5.4s,3P*,1,,T6798,L12188
K,1,61.347,,61.3474,0.0015,"a,d",,,0.00000000,20.2102,3p6.4s,2S,1/2,3p5.3d.(3P*).4s,2P*,3/2,,,L3602
K,11,61.417,0.010,61.43,0.13,27,2.55e+09,,327.38,347.56,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4D*,7/2,,T6437,L11908
K,1,61.575,,61.5748,0.0015,"a,d",,,0.00000000,20.1355,3p6.4s,2S,1/2,3p5.3d.(3P*).4s,2P*,1/2,,,L3602
K,6,61.6122,0.0008,61.6122,0.0008,4*,2.24e+08,,0.140415,20.26373,3s2.3p2,3P,1,3s.3p3,3P*,2,,T4909,L3633
K,6,61.6122,0.0008,61.6134,0.0008,4*,3.46e+08,,0.140415,20.26336,3s2.3p2,3P,1,3s.3p3,3P*,1,,T4909,L3633
K,6,61.6189,0.0008,61.6186,0.0008,3,1.11e+09,,0.140415,20.26166,3s2.3p2,3P,1,3s.3p3,3P*,0,,T4909,L3633
K,9,62.1452,0.0005,62.1452,0.0007,6,3.09e+09,,0.00000,19.95073,2p6.3s,2S,1/2,2p6.3p,2P*,3/2,,T7942,L3851
K,10,62.212,0.003,62.212,0.011,70,1.19e+09,,301.2986,321.2279,2s2.2p5.(2P*<1/2>).3s,2[1/2]*,1,2s2.2p5.(2P*<1/2>).3p,2[1/2],1,,T6036,L7205
K,6,62.3012,0.0008,62.3011,0.0011,9*,8.34e+08,,0.36293,20.26373,3s2.3p2,3P,2,3s.3p3,3P*,2,,T4909,L3633
K,6,62.3012,0.0008,62.3023,0.0011,9*,3.82e+08,,0.36293,20.26336,3s2.3p2,3P,2,3s.3p3,3P*,1,,T4909,L3633
