element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
K,9,8.7345,0.0010,8.7345,0.0005,1,,,19.95073,161.899,2p6.3p,2P*,3/2,2p6.9d,2D,5/2,,,L3896
K,9,8.7508,0.0005,8.7508,0.0005,2,,,0.00000,141.683,2p6.3s,2S,1/2,2p6.6p,2P*,3/2,,,L3851
K,9,8.7534,0.0005,8.7534,0.0005,1,,,0.00000,141.641,2p6.3s,2S,1/2,2p6.6p,2P*,1/2,,,L3851
K,9,8.9396,0.0005,8.9396,0.0005,0,,,19.48441,158.175,2p6.3p,2P*,1/2,2p6.8d,2D,3/2,,,L3851
K,9,8.9697,0.0005,8.9697,0.0005,1,,,19.95073,158.177,2p6.3p,2P*,3/2,2p6.8d,2D,5/2,,,L3851
K,8,9.1917,0.0005,9.1917,0.0006,0,,,0.000,134.887,3s2,1S,0,3s.7p,1P*,1,,,L3851
K,9,9.3069,0.0005,9.3069,0.0005,1,,,19.48441,152.701,2p6.3p,2P*,1/2,2p6.7d,2D,3/2,,,L3851
K,9,9.3395,0.0005,9.3395,0.0005,2,,,19.95073,152.704,2p6.3p,2P*,3/2,2p6.7d,2D,5/2,,,L3851
K,9,9.5069,0.0010,9.5058,0.0005,1,,,19.48441,149.914,2p6.3p,2P*,1/2,2p6.7s,2S,1/2,,,L3896
K,9,9.5399,0.0005,9.5399,0.0005,0,,,19.95073,149.914,2p6.3p,2P*,3/2,2p6.7s,2S,1/2,,,L3851
K,8,9.7793,0.0005,9.7793,0.0006,1,,,0.000,126.782,3s2,1S,0,3s.6p,1P*,1,,,L3851
K,9,9.8796,0.0005,9.8794,0.0005,5,,,0.00000,125.498,2p6.3s,2S,1/2,2p6.5p,2P*,3/2,,,L3851
K,9,9.8866,0.0005,9.8861,0.0005,4,,,0.00000,125.412,2p6.3s,2S,1/2,2p6.5p,2P*,1/2,,,L3851
K,9,9.9394,0.0005,9.9394,0.0005,3,,,19.48441,144.225,2p6.3p,2P*,1/2,2p6.6d,2D,3/2,,,L3851
K,9,9.9761,0.0005,9.9761,0.0005,4,,,19.95073,144.232,2p6.3p,2P*,3/2,2p6.6d,2D,5/2,,,L3851
K,8,10.3086,0.0005,10.3086,0.0007,0,,,16.020,136.292,3s.3p,3P*,1,3s.7d,3D,"1,2,3",,,L3851
K,9,10.3163,0.0005,10.3161,0.0005,0,,,19.48441,139.669,2p6.3p,2P*,1/2,2p6.6s,2S,1/2,,,L3851
K,8,10.3351,0.0005,10.3339,0.0007,0,,,16.314,136.292,3s.3p,3P*,2,3s.7d,3D,"1,2,3",,,L3851
K,9,10.3561,0.0005,10.3563,0.0005,1,,,19.95073,139.669,2p6.3p,2P*,3/2,2p6.6s,2S,1/2,,,L3851
K,9,10.7183,0.0005,10.7166,0.0005,0*,,,46.47758,162.171,2p6.3d,2D,3/2,2p6.9f,2F*,"5/2,7/2",,,L3851
K,9,10.7183,0.0005,10.7195,0.0005,0*,,,46.50920,162.171,2p6.3d,2D,5/2,2p6.9f,2F*,"5/2,7/2",,,L3851
K,8,10.9303,0.0005,10.9303,0.0008,0,,,15.882,129.314,3s.3p,3P*,0,3s.6d,3D,1,,,L3851
K,8,10.9434,0.0005,10.9434,0.0008,1,,,16.020,129.316,3s.3p,3P*,1,3s.6d,3D,2,,,L3851
K,8,10.9535,0.0005,10.9535,0.0008,3,,,0.000,113.191,3s2,1S,0,3s.5p,1P*,1,,,L3851
K,8,10.9711,0.0005,10.9711,0.0008,2,,,16.314,129.324,3s.3p,3P*,2,3s.6d,3D,3,,,L3851
K,9,11.0652,0.0010,11.0620,0.0005,0*,,,46.47758,158.558,2p6.3d,2D,3/2,2p6.8f,2F*,"5/2,7/2",,,L3851
K,9,11.0652,0.0010,11.0652,0.0005,0*,,,46.50920,158.558,2p6.3d,2D,5/2,2p6.8f,2F*,"5/2,7/2",,,L3851
K,19,,,11.124164,0.000007,,1.6065e+11,AA,(4625.86636),(4737.321208),4p,2P*,1/2,5d,2D,3/2,,T7771,
K,19,,,11.126509,0.000010,,9.4819e+10,AA,(4625.89054),(4737.32190),4s,2S,1/2,5p,2P*,3/2,,T7771,
K,19,,,11.161198,0.000009,,2.8291e+10,AA,(4625.86636),(4736.95139),4p,2P*,1/2,5s,2S,1/2,,T7771,
K,19,,,11.164874,0.000011,,9.7021e+10,AA,(4625.89054),(4736.93900),4s,2S,1/2,5p,2P*,1/2,,T7771,
K,19,,,11.1864322,0.0000011,,3.1497e+11,AA,(4626.613197),(4737.447640),4d,2D,3/2,5f,2F*,5/2,,T7771,
K,19,,,11.186543,0.000004,,1.9354e+11,AA,(4626.61452),(4737.447869),4p,2P*,3/2,5d,2D,5/2,,T7771,
K,19,,,11.199137,0.000003,,2.4667e+09,AA,(4626.613197),(4737.32190),4d,2D,3/2,5p,2P*,3/2,,T7771,
K,19,,,11.199341,0.000004,,3.2409e+10,AA,(4626.61452),(4737.321208),4p,2P*,3/2,5d,2D,3/2,,T7771,
K,19,,,11.2050184,0.0000004,,5.3570e+11,AA,(4626.860125),(4737.5107229),4f,2F*,5/2,5g,2G,7/2,,T7771,
K,19,,,11.2050514,0.0000011,,3.3716e+11,AA,(4626.860570),(4737.510842),4d,2D,5/2,5f,2F*,7/2,,T7771,
K,19,,,11.2113869,0.0000007,,3.1420e+08,AA,(4626.860125),(4737.447869),4f,2F*,5/2,5d,2D,5/2,,T7771,
K,19,,,11.2114553,0.0000011,,2.2494e+10,AA,(4626.860570),(4737.447640),4d,2D,5/2,5f,2F*,5/2,,T7771,
K,9,11.2120,0.0005,11.2120,0.0005,4,6.82e+10,,19.48441,130.066,2p6.3p,2P*,1/2,2p6.5d,2D,3/2,,T6870,L3851
K,19,,,11.2136860,0.0000004,,5.5492e+11,AA,(4626.983540),(4737.5486108),4f,2F*,7/2,5g,2G,9/2,,T7771,
K,19,,,11.2175300,0.0000004,,1.9805e+10,AA,(4626.983540),(4737.5107229),4f,2F*,7/2,5g,2G,7/2,,T7771,
K,19,,,11.2239127,0.0000007,,6.3402e+09,AA,(4626.983540),(4737.447869),4f,2F*,7/2,5d,2D,5/2,,T7771,
K,19,,,11.224217,0.000003,,2.2525e+10,AA,(4626.860570),(4737.32190),4d,2D,5/2,5p,2P*,3/2,,T7771,
K,19,,,11.2242425,0.0000007,,6.7274e+09,AA,(4626.860125),(4737.321208),4f,2F*,5/2,5d,2D,3/2,,T7771,
K,19,,,11.236878,0.000006,,5.8541e+10,AA,(4626.61452),(4736.95139),4p,2P*,3/2,5s,2S,1/2,,T7771,
K,19,,,11.238006,0.000004,,2.5883e+10,AA,(4626.613197),(4736.93900),4d,2D,3/2,5p,2P*,1/2,,T7771,
K,9,11.2586,0.0005,11.2585,0.0005,5,2.07e+10,,19.95073,130.076,2p6.3p,2P*,3/2,2p6.5d,2D,5/2,,T6870,L3851
K,9,11.2594,0.0010,11.2595,0.0005,20,2.30e+09,,19.95073,130.066,2p6.3p,2P*,3/2,2p6.5d,2D,3/2,,T6870,L3896
K,8,11.3858,0.0005,11.3861,0.0008,0,,,16.020,124.910,3s.3p,3P*,1,3s.6s,3S,1,,,L3851
K,8,11.4173,0.0005,11.4170,0.0008,0,,,16.314,124.910,3s.3p,3P*,2,3s.6s,3S,1,,,L3851
K,10,11.476,0.001,,,,,,,,,,,,,,,,L4564
K,9,11.6109,0.0005,11.6109,0.0005,0,,,46.47758,153.261,2p6.3d,2D,3/2,2p6.7f,2F*,5/2,,,L3851
K,9,11.6139,0.0005,11.6139,0.0005,1,,,46.50920,153.264,2p6.3d,2D,5/2,2p6.7f,2F*,7/2,,,L3851
K,9,12.1091,0.0005,12.1091,0.0004,2,7.05e+09,,19.48441,121.874,2p6.3p,2P*,1/2,2p6.5s,2S,1/2,,T6870,L3851
K,9,12.1645,0.0005,12.1645,0.0004,3,1.43e+10,,19.95073,121.874,2p6.3p,2P*,3/2,2p6.5s,2S,1/2,,T6870,L3851
K,8,12.1885,0.0005,12.1885,0.0010,1,,,15.882,117.604,3s.3p,3P*,0,3s.5d,3D,1,,,L3851
K,8,12.2054,0.0005,12.2054,0.0010,3,,,16.020,117.601,3s.3p,3P*,1,3s.5d,3D,2,,,L3851
K,8,12.2413,0.0005,12.2413,0.0010,4,,,16.314,117.598,3s.3p,3P*,2,3s.5d,3D,3,,,L3851
K,9,12.5697,0.0005,12.5697,0.0005,2,,,46.47758,145.115,2p6.3d,2D,3/2,2p6.6f,2F*,5/2,,,L3851
K,9,12.5735,0.0005,12.5736,0.0005,3,,,46.50920,145.116,2p6.3d,2D,5/2,2p6.6f,2F*,7/2,,,L3851
K,12,12.6650,0.0010,12.6651,0.0011,3,1.59e+09,,0.000,97.895,2s2.2p4,3P,2,2s.2p5,1P*,1,,T7370,L5515
K,7,12.6654,0.0005,12.66499,0.00012,0,,,0.00000,97.8952,3s2.3p,2P*,1/2,3s2.6d,2D,3/2,,,L3851
K,7,12.7156,0.0005,12.71511,0.00010,1,,,0.388601,97.8979,3s2.3p,2P*,3/2,3s2.6d,2D,5/2,,,L3851
K,10,12.735,0.001,,,,,,,,,,,,,,,,L4564
K,10,12.756,0.001,,,,,,,,,,,,,,,,L4564
K,19,,,12.830651,0.000005,,7.0804e+09,AA,(4736.93900),(4833.570254),5p,2P*,1/2,7s,2S,1/2,,T7771,
K,19,,,12.832900,0.000007,,2.0900e+10,AA,(4736.95139),(4833.565723),5s,2S,1/2,7p,2P*,1/2,,T7771,
K,19,,,12.881695,0.000004,,1.4588e+10,AA,(4737.32190),(4833.570254),5p,2P*,3/2,7s,2S,1/2,,T7771,
K,19,,,12.8822094,0.0000019,,7.2431e+09,AA,(4737.321208),(4833.565723),5d,2D,3/2,7p,2P*,1/2,,T7771,
K,10,12.893,0.001,,,,,,,,,,,,,,,,L4564
K,9,13.1633,0.0005,13.1634,0.0005,8,1.84e+10,,0.00000,94.189,2p6.3s,2S,1/2,2p6.4p,2P*,3/2,,T7942,L3851
K,9,13.1880,0.0005,13.1881,0.0005,7,1.90e+10,,0.00000,94.013,2p6.3s,2S,1/2,2p6.4p,2P*,1/2,,T7942,L3851
K,8,13.2105,0.0005,13.2104,0.0011,0,,,15.882,109.735,3s.3p,3P*,0,3s.5s,3S,1,,,L3851
K,8,13.2519,0.0005,13.2519,0.0011,0,,,23.872,117.431,3s.3p,1P*,1,3s.5d,1D,2,,,L3851
K,8,13.2715,0.0005,13.2715,0.0011,2,,,16.314,109.735,3s.3p,3P*,2,3s.5s,3S,1,,,L3851
K,7,13.3084,0.002,13.30841,0.00011,00,,,0.388601,93.5509,3s2.3p,2P*,3/2,3s2.6s,2S,1/2,,,L1111
K,11,13.508,0.010,13.508,0.011,20,,,370.45,462.24,2s2.2p4.(3P).3d,4D,7/2,2s2.2p4.(3P<2>).4f,2[4]*,9/2,,,L11908
K,11,13.538,0.010,13.538,0.011,10,,,370.65,462.24,2s2.2p4.(3P).3d,4D,5/2,2s2.2p4.(3P<2>).4f,2[4]*,7/2,,,L11908
K,8,13.5889,0.0005,13.5874,0.0012,1d*,,,45.642,136.891,3s.3d,3D,1,3s.7f,3F*,"2,3,4",,,L3851
K,8,13.5889,0.0005,13.5889,0.0012,1d*,,,45.652,136.891,3s.3d,3D,2,3s.7f,3F*,"2,3,4",,,L3851
K,8,13.5889,0.0005,13.5913,0.0012,1d*,,,45.668,136.891,3s.3d,3D,3,3s.7f,3F*,"2,3,4",,,L3851
K,8,13.6979,0.0005,13.6978,0.0012,0,2.35e+09,,16.020,106.534,3s.3p,3P*,1,3p.4p,3S,1,,T7942,L3851
K,8,13.7118,0.0005,13.7117,0.0012,1,2.00e+09,,16.020,106.442,3s.3p,3P*,1,3p.4p,3P,2,,T7942,L3851
K,8,13.7248,0.0005,13.7247,0.0012,2,4.38e+09,,15.882,106.218,3s.3p,3P*,0,3p.4p,3P,1,,T7942,L3851
K,8,13.7424,0.0005,13.7425,0.0012,3,1.29e+10,,16.314,106.534,3s.3p,3P*,2,3p.4p,3S,1,,T7942,L3851
K,8,13.7458,0.0005,13.7457,0.0012,1,6.42e+09,,16.020,106.218,3s.3p,3P*,1,3p.4p,3P,1,,T7942,L3851
K,8,13.7563,0.0005,13.7564,0.0012,4,9.90e+09,,16.314,106.442,3s.3p,3P*,2,3p.4p,3P,2,,T7942,L3851
K,8,13.7601,0.0005,13.7601,0.0012,2,1.22e+10,,16.020,106.124,3s.3p,3P*,1,3p.4p,3P,0,,T7942,L3851
K,8,13.7906,0.0005,13.7907,0.0012,0,1.42e+09,,16.314,106.218,3s.3p,3P*,2,3p.4p,3P,1,,T7942,L3851
K,11,13.827,0.010,13.826,0.011,37,,,372.57,462.25,2s2.2p4.(3P).3d,4F,9/2,2s2.2p4.(3P<2>).4f,2[5]*,11/2,,,L11908
K,13,13.8500,0.0010,13.8502,0.0010,200,3.46e+10,,12.4677,101.986,2s2.2p3,2D*,3/2,2s.(2S).2p4.(3P),2P,1/2,,T6791,L5579
K,8,13.8632,0.0005,13.8628,0.0012,5bl*,,,15.882,105.319,3s.3p,3P*,0,3p.4p,3D,1,,,L3851
K,8,13.8632,0.0005,13.8631,0.0012,5bl*,,,16.314,105.748,3s.3p,3P*,2,3p.4p,3D,3,,,L3851
K,8,13.8632,0.0005,13.8643,0.0012,5bl*,,,16.020,105.447,3s.3p,3P*,1,3p.4p,3D,2,,,L3851
K,8,13.8842,0.0005,13.8842,0.0012,1,2.63e+09,,16.020,105.319,3s.3p,3P*,1,3p.4p,3D,1,,T7942,L3851
K,8,13.9101,0.0005,13.9101,0.0012,1,1.63e+09,,16.314,105.447,3s.3p,3P*,2,3p.4p,3D,2,,T7942,L3851
K,11,13.940,0.010,13.941,0.011,10,,,373.38,462.31,2s2.2p4.(3P).3d,4F,7/2,2s2.2p4.(3P<2>).4f,2[5]*,9/2,,,L11908
K,7,13.9480,0.0005,13.94799,0.00014,2,,,0.00000,88.8903,3s2.3p,2P*,1/2,3s2.5d,2D,3/2,,,L3851
K,7,14.0084,0.0005,14.00851,0.00012,1,,,0.388601,88.8949,3s2.3p,2P*,3/2,3s2.5d,2D,5/2,,,L3851
K,12,14.0862,0.0010,14.0848,0.0010,8000,8.44e+10,,9.86753,97.895,2s2.2p4,1D,2,2s.2p5,1P*,1,,T4919,L5515
K,13,14.2681,0.0010,14.2685,0.0010,200,9.75e+09,,12.4677,99.361,2s2.2p3,2D*,3/2,2s.(2S).2p4.(3P),2P,3/2,,T6791,L5579
K,8,14.2751,0.002,14.2751,0.0013,0d,,,23.872,110.725,3s.3p,1P*,1,3s.5s,1S,0,,,L1558
K,13,14.3741,0.0010,14.3744,0.0010,2000,5.16e+10,,13.1075,99.361,2s2.2p3,2D*,5/2,2s.(2S).2p4.(3P),2P,3/2,,T6791,L5579
K,8,14.3805,0.0005,14.3805,0.0013,6,2.31e+10,,0.000,86.217,3s2,1S,0,3s.4p,1P*,1,,T7942,L3851
K,9,14.5659,0.0005,14.5659,0.0006,4,3.50e+10,C',46.47758,131.597,2p6.3d,2D,3/2,2p6.5f,2F*,5/2,,T1619interp,L3851
K,9,14.5712,0.0005,14.5711,0.0006,5,3.80e+10,C',46.50920,131.598,2p6.3d,2D,5/2,2p6.5f,2F*,7/2,,T1619interp,L3851
K,9,,,14.5714,0.0006,,2.5e+09,C',46.50920,131.597,2p6.3d,2D,5/2,2p6.5f,2F*,5/2,,T1619interp,
K,8,14.6352,0.0005,14.6336,0.0014,2d*,,,45.642,130.368,3s.3d,3D,1,3s.6f,3F*,"2,3,4",,,L3851
K,8,14.6352,0.0005,14.6353,0.0014,2d*,,,45.652,130.368,3s.3d,3D,2,3s.6f,3F*,"2,3,4",,,L3851
K,8,14.6382,0.0005,14.6381,0.0014,2d,,,45.668,130.368,3s.3d,3D,3,3s.6f,3F*,"2,3,4",,,L3851
K,9,14.7120,0.0005,14.7120,0.0006,7,2.56e+10,,19.48441,103.759,2p6.3p,2P*,1/2,2p6.4d,2D,3/2,,T7942,L3851
K,14,14.7556,0.0010,14.7556,0.0012,15,6.02e+09,,0.0000,84.025,2s2.2p2,3P,0,2s.(2S).2p3.(4S*),3S*,1,,T5052,L5600
K,9,14.7912,0.0005,14.7909,0.0007,8,3.09e+10,,19.95073,103.775,2p6.3p,2P*,3/2,2p6.4d,2D,5/2,,T7942,L3851
K,9,14.7941,0.0005,14.7939,0.0007,4,5.15e+09,,19.95073,103.759,2p6.3p,2P*,3/2,2p6.4d,2D,3/2,,T7942,L3851
K,13,14.9447,0.0010,14.9447,0.0009,30,1.04e+10,,12.4677,95.430,2s2.2p3,2D*,3/2,2s.(2S).2p4.(1S),2S,1/2,,T6791,L5579
K,14,15.0495,0.0010,15.0495,0.0012,60,1.77e+10,,1.6409,84.025,2s2.2p2,3P,1,2s.(2S).2p3.(4S*),3S*,1,,T5052,L5600
K,13,15.1073,0.0010,15.1076,0.0011,6,5.41e+09,,19.9181,101.986,2s2.2p3,2P*,1/2,2s.(2S).2p4.(3P),2P,1/2,,T6791,L5579
K,14,15.1713,0.0010,15.1715,0.0012,250,3.65e+10,,11.8927,93.614,2s2.2p2,1D,2,2s.(2S).2p3.(2P*),1P*,1,,T5052,L5600
K,11,15.2462,0.0005,15.246,0.023,560,3.68e+10,,0.000,81.3214,2s2.2p5,2P*,3/2,2s.2p6,2S,1/2,,T6437,L5515
K,13,15.2793,0.0010,15.2794,0.0012,100,3.13e+10,,20.8409,101.986,2s2.2p3,2P*,3/2,2s.(2S).2p4.(3P),2P,1/2,,T6791,L5579
K,7,15.2889,0.0005,15.28879,0.00017,2,,,0.00000,81.0948,3s2.3p,2P*,1/2,3s2.5s,2S,1/2,,,L3851
K,7,15.3624,0.0005,15.36241,0.00014,3,,,0.388601,81.0948,3s2.3p,2P*,3/2,3s2.5s,2S,1/2,,,L3851
K,14,15.3970,0.0010,15.3968,0.0013,300,3.27e+10,,3.4995,84.025,2s2.2p2,3P,2,2s.(2S).2p3.(4S*),3S*,1,,T5052,L5600
K,14,15.4265,0.0010,15.4265,0.0013,1,8.41e+08,,3.4995,83.870,2s2.2p2,3P,2,2s.(2S).2p3.(2D*),1D*,2,,T5052,L5600
K,8,15.5701,0.0005,15.5703,0.0016,4,1.41e+10,,15.882,95.510,3s.3p,3P*,0,3s.4d,3D,1,,T7942,L3851
K,8,15.5951,0.0005,15.5952,0.0016,5,1.91e+10,,16.020,95.521,3s.3p,3P*,1,3s.4d,3D,2,,T7942,L3851
K,8,15.5976,0.0005,15.5973,0.0016,3,1.07e+10,,16.020,95.510,3s.3p,3P*,1,3s.4d,3D,1,,T7942,L3851
K,13,15.6067,0.0010,15.6067,0.0012,5,3.38e+09,,19.9181,99.361,2s2.2p3,2P*,1/2,2s.(2S).2p4.(3P),2P,3/2,,T6791,L5579
K,8,15.6495,0.0005,15.6495,0.0016,6,2.55e+10,,16.314,95.540,3s.3p,3P*,2,3s.4d,3D,3,,T7942,L3851
K,8,15.6533,0.0005,15.6532,0.0016,3,6.45e+09,,16.314,95.521,3s.3p,3P*,2,3s.4d,3D,2,,T7942,L3851
K,9,15.6963,0.0005,15.6964,0.0012,1,3.94e+09,,46.50920,125.498,2p6.3d,2D,5/2,2p6.5p,2P*,3/2,,T6870,L3851
K,9,15.7071,0.0005,15.7071,0.0012,0,4.43e+09,,46.47758,125.412,2p6.3d,2D,3/2,2p6.5p,2P*,1/2,,T6870,L3851
K,13,15.7902,0.0010,15.7901,0.0013,40,8.43e+09,,20.8409,99.361,2s2.2p3,2P*,3/2,2s.(2S).2p4.(3P),2P,3/2,,T6791,L5579
K,11,15.8135,0.0005,15.8126,0.0005,450,1.62e+10,,2.9130,81.3214,2s2.2p5,2P*,1/2,2s.2p6,2S,1/2,,T6437,L5515
K,12,15.9603,0.0010,15.9569,0.0013,70,6.63e+09,,20.1953,97.895,2s2.2p4,1S,0,2s.2p5,1P*,1,,T4919,L5515
K,13,16.1302,0.0010,16.1302,0.0013,20,2.61e+10,,82.042,158.907,2s.(2S).2p4.(1D),2D,3/2,2p5,2P*,1/2,,T6791,L5579
K,13,16.4193,0.0010,16.4192,0.0011,40,1.67e+10,,19.9181,95.430,2s2.2p3,2P*,1/2,2s.(2S).2p4.(1S),2S,1/2,,T6791,L5579
K,10,16.477,0.001,,,,,,,,,,,,,,,,L4564
K,10,16.554,0.001,,,,,,,,,,,,,,,,L4564
K,13,16.6214,0.0010,16.6223,0.0011,20,1.02e+10,,20.8409,95.430,2s2.2p3,2P*,3/2,2s.(2S).2p4.(1S),2S,1/2,,T6791,L5579
K,10,16.648,0.001,,,,,,,,,,,,,,,,L4564
K,10,16.690,0.001,,,,,,,,,,,,,,,,L4564
K,15,16.6925,0.0010,16.6923,0.0024,15,4.25e+09,,0.000,74.276,2s2.2p,2P*,1/2,2s.2p2,2P,3/2,,T7003,L5601
K,10,16.762,0.001,,,,,,,,,,,,,,,,L4564
K,10,16.776,0.001,,,,,,,,,,,,,,,,L4564
K,8,16.7896,0.0005,16.7875,0.0018,3*,,,45.642,119.497,3s.3d,3D,1,3s.5f,3F*,"2,3,4",,,L3851
K,8,16.7896,0.0005,16.7897,0.0018,3*,,,45.652,119.497,3s.3d,3D,2,3s.5f,3F*,"2,3,4",,,L3851
K,8,16.7934,0.0005,16.7934,0.0018,3,,,45.668,119.497,3s.3d,3D,3,3s.5f,3F*,"2,3,4",,,L3851
K,13,16.8165,0.0010,16.8160,0.0012,5,4.34e+09,,82.042,155.772,2s.(2S).2p4.(1D),2D,3/2,2p5,2P*,3/2,,T6791,L5579
K,13,16.8471,0.0010,16.8478,0.0012,40,2.35e+10,,82.181,155.772,2s.(2S).2p4.(1D),2D,5/2,2p5,2P*,3/2,,T6791,L5579
K,10,16.879,0.001,,,,,,,,,,,,,,,,L4564
K,14,16.8961,0.0010,16.8957,0.0020,8,1.61e+10,,56.878,130.260,2s.(2S).2p3.(2D*),3D*,2,2p4,3P,1,,T5052,L5600
K,14,16.9165,0.0010,16.9170,0.0020,4,7.69e+09,,56.970,130.260,2s.(2S).2p3.(2D*),3D*,1,2p4,3P,1,,T5052,L5600
K,12,16.9726,0.0010,16.9729,0.0016,300,1.22e+10,,0.000,73.0485,2s2.2p4,3P,2,2s.2p5,3P*,1,,T4919,L5515
K,15,16.9989,0.0010,16.9993,0.0025,3,7.07e+09,,0.000,72.935,2s2.2p,2P*,1/2,2s.2p2,2P,1/2,,T7003,L5601
K,8,17.2028,0.0005,17.2028,0.0019,2,9.32e+09,,23.872,95.944,3s.3p,1P*,1,3s.4d,1D,2,,T7942,L3851
K,14,17.2252,0.0010,17.2254,0.0016,500,2.81e+10,,11.8927,83.870,2s2.2p2,1D,2,2s.(2S).2p3.(2D*),1D*,2,,T5052,L5600
K,12,17.2584,0.0010,17.2581,0.0006,300,2.75e+10,,2.3488,74.1899,2s2.2p4,3P,1,2s.2p5,3P*,0,,T4919,L5515
K,14,17.3580,0.0010,17.3570,0.0021,15,9.37e+09,,22.183,93.614,2s2.2p2,1S,0,2s.(2S).2p3.(2P*),1P*,1,,T5052,L5600
K,12,17.4412,0.0010,17.4410,0.0016,600,1.96e+10,,0.000,71.0880,2s2.2p4,3P,2,2s.2p5,3P*,2,,T4919,L5515
K,14,17.5024,0.0010,17.5028,0.0022,8,5.79e+09,,56.878,127.715,2s.(2S).2p3.(2D*),3D*,2,2p4,3P,2,,T5052,L5600
K,7,17.5205,0.0005,17.52117,0.00022,4,,,0.00000,70.7625,3s2.3p,2P*,1/2,3s2.4d,2D,3/2,,,L3851
K,12,17.5373,0.0010,17.5367,0.0006,200,6.58e+09,,2.3488,73.0485,2s2.2p4,3P,1,2s.2p5,3P*,1,,T4919,L5515
K,15,17.5406,0.0010,17.5419,0.0019,200bl,2.37e+10,,3.5976,74.276,2s2.2p,2P*,3/2,2s.2p2,2P,3/2,,T7003,L5601
K,14,17.5723,0.0010,17.5720,0.0022,400,2.00e+10,,57.157,127.715,2s.(2S).2p3.(2D*),3D*,3,2p4,3P,2,,T5052,L5600
K,7,17.6120,0.0005,17.61222,0.00019,5,,,0.388601,70.7853,3s2.3p,2P*,3/2,3s2.4d,2D,5/2,,,L3851
K,7,17.6181,0.0005,17.61793,0.00019,2,,,0.388601,70.7625,3s2.3p,2P*,3/2,3s2.4d,2D,3/2,,,L3851
K,12,17.6691,0.0010,17.6688,0.0009,200,8.40e+09,,2.8773,73.0485,2s2.2p4,3P,0,2s.2p5,3P*,1,,T4919,L5515
K,13,17.8205,0.0010,17.8204,0.0010,200,1.70e+10,,12.4677,82.042,2s2.2p3,2D*,3/2,2s.(2S).2p4.(1D),2D,3/2,,T6791,L5579
K,15,17.8807,0.0010,17.8813,0.0020,20,1.74e+10,,3.5976,72.935,2s2.2p,2P*,3/2,2s.2p2,2P,1/2,,T7003,L5601
K,13,17.9514,0.0010,17.9496,0.0010,500,1.52e+10,,13.1075,82.181,2s2.2p3,2D*,5/2,2s.(2S).2p4.(1D),2D,5/2,,T6791,L5579
K,13,17.9855,0.0010,17.9858,0.0010,3,7.78e+08,,13.1075,82.042,2s2.2p3,2D*,5/2,2s.(2S).2p4.(1D),2D,3/2,,T6791,L5579
K,12,18.0370,0.0010,18.0369,0.0007,200,6.03e+09,,2.3488,71.0880,2s2.2p4,3P,1,2s.2p5,3P*,2,,T4919,L5515
K,15,18.0878,0.0010,18.088,0.003,20,1.62e+10,,0.000,68.546,2s2.2p,2P*,1/2,2s.2p2,2S,1/2,,T7003,L5601
K,8,18.2643,0.0005,18.2643,0.0021,2,,,51.953,119.836,3s.3d,1D,2,3s.5f,1F*,3,,,L3851
K,12,18.2752,0.0010,18.2753,0.0024,30,7.75e+10,,97.895,165.737,2s.2p5,1P*,1,2p6,1S,0,,T4919,L5515
K,15,18.458,0.005,18.459,0.004,bl,2.08e+09,,55.044,122.210,2s.2p2,2D,3/2,2p3,2P*,3/2,,T7003,L5217
K,9,18.4590,0.0005,18.4590,0.0005,5,1.65e+10,,19.48441,86.6517,2p6.3p,2P*,1/2,2p6.4s,2S,1/2,,T7942,L3851
K,15,18.5123,0.0010,18.512,0.003,15,9.39e+09,,55.236,122.210,2s.2p2,2D,5/2,2p3,2P*,3/2,,T7003,L5601
K,9,18.5881,0.0005,18.5881,0.0005,6,3.30e+10,,19.95073,86.6517,2p6.3p,2P*,3/2,2p6.4s,2S,1/2,,T7942,L3851
K,14,18.5883,0.0010,18.5863,0.0019,150p,3.02e+09,,0.0000,66.707,2s2.2p2,3P,0,2s.(2S).2p3.(2P*),3P*,1,,T5052,L5600
K,15,18.6799,0.0010,18.681,0.005,3,1.36e+10,,55.044,121.414,2s.2p2,2D,3/2,2p3,2P*,1/2,,T7003,L5601
K,15,18.9766,0.0010,18.977,0.003,1,4.79e+09,,30.788+x,96.122+x,2s.2p2,4P,1/2,2p3,4S*,3/2,,T7003,L5601
K,14,18.985,0.005,18.9860,0.0019,bl,1.33e+09,,1.6409,66.944,2s2.2p2,3P,1,2s.(2S).2p3.(2P*),3P*,2,,T5052,L5217
K,14,19.0551,0.0010,19.0550,0.0020,7,4.41e+09,,1.6409,66.707,2s2.2p2,3P,1,2s.(2S).2p3.(2P*),3P*,1,,T5052,L5600
K,14,19.0779,0.0010,19.0779,0.0020,5,1.06e+10,,1.6409,66.629,2s2.2p2,3P,1,2s.(2S).2p3.(2P*),3P*,0,,T5052,L5600
K,14,19.285,0.005,19.302,0.003,,9.15e+09,,66.707,[130.940],2s.(2S).2p3.(2P*),3P*,1,2p4,3P,0,,T5052,L5217
K,15,19.3930,0.0010,19.393,0.003,3,8.91e+09,,32.190+x,96.122+x,2s.2p2,4P,3/2,2p3,4S*,3/2,,T7003,L5601
